Domain,Area,Element,Item,Year,Value
"Forestry Production and Trade","Aruba","Import Quantity","Cartonboard","2016","15"
"Forestry Production and Trade","Aruba","Import Quantity","Wrapping papers","2016","115"
"Forestry Production and Trade","Aruba","Export Quantity","Wrapping papers","2016","196"
"Forestry Production and Trade","Aruba","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","3"
"Forestry Production and Trade","Austria","Production","Wood fuel, coniferous (production)","2016","2709688"
"Forestry Production and Trade","Austria","Production","Wood fuel, non-coniferous (production)","2016","1880264"
"Forestry Production and Trade","Austria","Import Quantity","Wood fuel, all species (export/import)","2016","529780"
"Forestry Production and Trade","Austria","Export Quantity","Wood fuel, all species (export/import)","2016","11671"
"Forestry Production and Trade","Austria","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","7889945"
"Forestry Production and Trade","Austria","Export Quantity","Industrial roundwood, coniferous (export/import)","2016","725709"
"Forestry Production and Trade","Austria","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","0"
"Forestry Production and Trade","Austria","Export Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","0"
"Forestry Production and Trade","Austria","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","1237703"
"Forestry Production and Trade","Austria","Export Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","149846"
"Forestry Production and Trade","Austria","Production","Sawlogs and veneer logs, coniferous","2016","8685643"
"Forestry Production and Trade","Austria","Production","Sawlogs and veneer logs, non-coniferous","2016","320625"
"Forestry Production and Trade","Austria","Production","Pulpwood, round and split, coniferous (production)","2016","2458870"
"Forestry Production and Trade","Austria","Production","Pulpwood, round and split, non-coniferous (production)","2016","707943"
"Forestry Production and Trade","Austria","Production","Other industrial roundwood, coniferous (production)","2016","0"
"Forestry Production and Trade","Austria","Production","Other industrial roundwood, non-coniferous (production)","2016","0"
"Forestry Production and Trade","Austria","Production","Wood charcoal","2016","1325"
"Forestry Production and Trade","Austria","Import Quantity","Wood charcoal","2016","13252"
"Forestry Production and Trade","Austria","Export Quantity","Wood charcoal","2016","2014"
"Forestry Production and Trade","Austria","Production","Wood chips and particles","2016","3500000"
"Forestry Production and Trade","Austria","Import Quantity","Wood chips and particles","2016","1120604"
"Forestry Production and Trade","Austria","Export Quantity","Wood chips and particles","2016","108877"
"Forestry Production and Trade","Austria","Production","Wood residues","2016","2652000"
"Forestry Production and Trade","Austria","Import Quantity","Wood residues","2016","694448"
"Forestry Production and Trade","Austria","Export Quantity","Wood residues","2016","481913"
"Forestry Production and Trade","Austria","Production","Wood pellets","2016","1071000"
"Forestry Production and Trade","Austria","Import Quantity","Wood pellets","2016","378544"
"Forestry Production and Trade","Austria","Export Quantity","Wood pellets","2016","606318"
"Forestry Production and Trade","Austria","Production","Other agglomerates","2016","60000"
"Forestry Production and Trade","Austria","Import Quantity","Other agglomerates","2016","91848"
"Forestry Production and Trade","Austria","Export Quantity","Other agglomerates","2016","35554"
"Forestry Production and Trade","Austria","Production","Sawnwood, coniferous","2016","9062000"
"Forestry Production and Trade","Austria","Import Quantity","Sawnwood, coniferous","2016","1806950"
"Forestry Production and Trade","Austria","Export Quantity","Sawnwood, coniferous","2016","5300668"
"Forestry Production and Trade","Austria","Production","Sawnwood, non-coniferous all","2016","153000"
"Forestry Production and Trade","Austria","Import Quantity","Sawnwood, non-coniferous all","2016","190577"
"Forestry Production and Trade","Austria","Export Quantity","Sawnwood, non-coniferous all","2016","141193"
"Forestry Production and Trade","Austria","Production","Veneer sheets","2016","7000"
"Forestry Production and Trade","Austria","Import Quantity","Veneer sheets","2016","53603"
"Forestry Production and Trade","Austria","Export Quantity","Veneer sheets","2016","16017"
"Forestry Production and Trade","Austria","Production","Plywood","2016","291000"
"Forestry Production and Trade","Austria","Import Quantity","Plywood","2016","179269"
"Forestry Production and Trade","Austria","Export Quantity","Plywood","2016","338357"
"Forestry Production and Trade","Austria","Production","Particle board","2016","2300000"
"Forestry Production and Trade","Austria","Import Quantity","Particle board","2016","250591"
"Forestry Production and Trade","Austria","Export Quantity","Particle board","2016","1895916"
"Forestry Production and Trade","Austria","Production","OSB","2016","0"
"Forestry Production and Trade","Austria","Import Quantity","OSB","2016","161578"
"Forestry Production and Trade","Austria","Export Quantity","OSB","2016","7866"
"Forestry Production and Trade","Austria","Production","Hardboard","2016","88000"
